id,group_id,name,description,weapon_passive_id,hidden_effect_id,default_skill_id,weight,req_str,req_dex,req_int,req_fai,req_arc,image_url
178,16,Clayman's Harpoon,"Harpoon with a tip made from a sharpened meteorite shard. Wielded by the claymen who infest dynastic remains.

The blade emits a faint light and deals magic damage.",,,41,5.5,12,10,12,0,0,https://eldenring.fanapis.com/images/weapons/17f69b1e4cfl0i1piuurxtzf8019c.png
179,16,Cleanrot Spear,"Spear of the Cleanrot Knights who fought alongside Malenia, Blade of Miquella.

The winged golden blade deals holy damage. The diminutive shield is blessed with an incantation that wards off rot.",,32,82,5.5,16,16,0,14,0,https://eldenring.fanapis.com/images/weapons/17f698acb69l0i1pjffhe1kjzha5v.png
180,16,Partisan,"Spear with a wide tip.

In addition to its thrusting attacks, this highly versatile weapon can be swung to sweep through foes.",,,41,6.5,15,12,0,0,0,https://eldenring.fanapis.com/images/weapons/17f698971dfl0i1pja9443dg722bb3.png
181,16,Celebrant's Rib-Rake,"Rake decorated with many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula, Windmill Village.

Crafted from human bone.
Grants trace amounts of runes upon landing attacks.",,26,61,5,8,14,0,0,0,https://eldenring.fanapis.com/images/weapons/17f694b74eel0i1pjc1y7lp7e97wy.png
182,17,Great Club,"An enormous club of hard wood. Wildly hammering foes with this striking weapon requires no dexterity; only brute force. While it may seem sacrilegious, this weapon is said to be a withered branch of the Erdtree. Imbued with holy power, this weapon will never snap.",,,83,17,35,0,0,0,0,https://eldenring.fanapis.com/images/weapons/17f697c039cl0i1onh4jupgan4exzn.png
183,16,Pike,"A longspear featuring an especially lengthy handle.

Specialized for use from long distances, it boasts the longest reach of any melee weapon. Incredibly useful even against foes on horseback, but hard to wield in cramped spaces.",,,84,7.5,20,14,0,0,0,https://eldenring.fanapis.com/images/weapons/17f6975ef77l0i1pjgwds05239gwag.png
184,16,Torchpole,"Torch fastened to a long pole. Lights up dark areas, but cannot be raised overhead.

Used by soldiers on watch, its attacks set foes aflame.",,,84,6,14,15,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69d10518l0i1pjt3166nis69mk9.png
185,16,Bolt of Gransax,"Spear whittled from the weapon wielded by Gransax.
One of the legendary armaments.

A great ancient dragon, Gransax once rained calamity upon the Royal Capital—the only time in historical record that Leyndell's walls have fallen. This marked the dawn of the war against the ancient dragons.",,,85,8.5,20,40,0,0,0,https://eldenring.fanapis.com/images/weapons/17f6993e936l0i1pjyhfk7vfpgc8ce.png
186,16,Cross-Naginata,"Weapon consisting of a three-pronged blade affixed to a long pole. The long central blade closely resembles a katana.

A weapon of the Land of Reeds, known for its ability to be wielded as a spear while still being capable of performing slashing attacks.",3,,41,8,16,20,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69b7874el0i1pk0zpdda5qgjzi.png
187,16,Death Ritual Spear,"Ritual spear used by priests of old who were permitted to come among the Deathbirds.

The priests became guardians of the birds through the rite of Death, which also serves as an oath sworn to their distant resurrection.",,,86,6.5,14,20,18,0,0,https://eldenring.fanapis.com/images/weapons/17f6963cc83l0i1pk36gu3e5f8fpxm.png
188,16,Inquisitor's Girandole,"Instrument of torture used on nobles behind the curtain at the Volcano Manor of Mt. Gelmir.

Its numerous spikes pierce the flesh, then singe the wounds with flame. The smell of burnt blood induces despair in the victim. A candlestick conceived by a thorough mind.",3,,84,7.5,18,15,0,16,0,https://eldenring.fanapis.com/images/weapons/17f69ac78dcl0i1pke5of594dboffh.png
189,16,Spiked Spear,"Weapon comprised of a spiked cylinder attached to a long pole. Capable of dealing strike damage when swung. The spikes induce blood loss.

Weapon of the Marionette Soldiers employed by sorcerers.",3,,41,6,14,16,0,0,0,https://eldenring.fanapis.com/images/weapons/17f6975dd97l0i1pkiw33ipbj1wu2d.png
190,16,Iron Spear,"Commonly used iron spear with no notable traits.
The blade is severely rusted.",,,84,4.5,13,11,0,0,0,https://eldenring.fanapis.com/images/weapons/17f698a34afl0i1pku2sj7lswv0zy.png
191,16,Rotten Crystal Spear,"Spear fashioned from pure crystal; a deed impossible for a human.
It festers with scarlet rot.

Enwreathed with powerful magic, its attack scales with intelligence.",4,,84,5.5,10,16,16,0,0,https://eldenring.fanapis.com/images/weapons/17f69c12977l0i1pkr6s0g1o7v5kz.png
192,18,Mohgwyn's Spear,"Trident of Mohg, Lord of Blood. A sacred spear that will come to symbolize his dynasty.

As well as serving as a weapon, it is an instrument of communion with an outer god who bestows power upon accursed blood. The mother of truth desires a wound.",3,,87,10,24,14,0,0,27,
193,18,Siluria's Tree,"Siluria's Tree, weapon of one of the two honored as foremost among the Crucible Knights.

The primordial form of the Erdtree is close in nature to life itself, and this spear, modeled on its crucible, is imbued with ancient holy essence. ",,,88,10,27,13,0,20,0,https://eldenring.fanapis.com/images/weapons/17f6948ce42l0i1p3rnqwtrftgh5gg.png
194,18,Serpent-Hunter,"Weapon that serves as both greatsword and spear. Thought to have been used to hunt an immortal great serpent in the distant past, it manifests a long blade of light when facing such a creature. When their master's heroic aspirations degenerated into mere greed, his men searched for a weapon with which they might halt their lord.",,,89,12,0,0,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69b0a1dcl0i1p3zvfkgywidwr2.png
195,18,Vyke's War Spear,"War spear singed and blistered by fingers, used by Vyke, Knight of the Roundtable Hold.

Like Vyke himself, it has been tormented by the yellow flame of frenzy from within.",7,,90,8,16,20,0,18,0,https://eldenring.fanapis.com/images/weapons/17f6949e9bbl0i1p3z882yhinlaqxj.png
196,18,Lance,"Considered a type of greatspear, this weapon has no blade, but instead features a long, conical body designed to pierce.

Though heavy and hard to wield, this weapon displays its worth in horseback combat whether mounted or even on foot.",,,84,9,20,14,0,0,0,https://eldenring.fanapis.com/images/weapons/17f6965c8c7l0i1p4ca48460ednlrf.png
197,18,Treespear,,,,91,9.5,15,22,0,18,0,https://eldenring.fanapis.com/images/weapons/17f6995c642l0i1p4de8g3enadtufs.png
198,19,Halberd,"A long-handled polearm that combines the functions of both axe and spear.

Can be used to press a single enemy with continuous thrusting attacks, or swept at groups, taking advantage of its great reach and cleaving blade. A versatile weapon for any situation.",,,84,8,14,12,0,0,0,https://eldenring.fanapis.com/images/weapons/17f696b2b4al0i1p8ly2eaf2vbepd6.png
199,19,Pest's Glaive,"Glaive made from a hard, sharpened shell. Wielded by the pests who emerged from the Swamp of Aeonia.
Slightly increases non-physical damage negation.

Though men might recognize the keen intellect of the pests evidenced by this spear's uncanny design, it will never be understood by them.",,33,16,7,13,13,0,0,0,https://eldenring.fanapis.com/images/weapons/17f6998e2a7l0i1p8fxd6bbyw83nts.png
200,19,Lucerne,"This polearm features a hard, sharpened beak-like spike attached to its head, designed to pierce armor.

Though designed mainly as a thrusting weapon, its long handle can be utilized to get around an enemy's guard with a sideward sweeping attack.",,,84,7,15,12,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69a4b70bl0i1p8n5ha1qpziq1xg.png
201,19,Banished Knight's Halberd,"A finely-crafted halberd intricately engraved with an ancient motif.
Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes.

Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company.",,,84,8,14,12,0,0,0,https://eldenring.fanapis.com/images/weapons/17f698a6131l0i1p8u3hufx2lc7nr.png
202,19,Commander's Standard,"A beaten red battle standard is furled around this time-worn halberd.

Even after his lord was fled, Commander O'Neil continued to brandish this flag in the devastation of the rot-eaten field of battle, the sole veteran who remembers this battle with pride.",,,93,11.5,24,14,0,0,0,https://eldenring.fanapis.com/images/weapons/17f6991e5c5l0i1p8vp4fgo45r89ky.png
203,19,Nightrider Glaive,"A jet-black glaive with a blade as weighty as a bludgeon. Weapon of the Night's Cavalry who ride funeral steeds.

This glaive excels at weighty slash attacks that crash into foes, making it a powerful weapon even on horseback.",,,16,12,26,10,0,0,0,https://eldenring.fanapis.com/images/weapons/17f6962a77bl0i1p9nswfravtg3kil.png
204,19,Ripple Crescent Halberd,"Weapon wielded by young Albinaurics.

The blade is said to resemble a partial image of a ripple, and its attack power scales with one's arcane attribute.",,,16,8.5,12,12,0,0,20,https://eldenring.fanapis.com/images/weapons/17f694ee743l0i1p9ku7l29fh314nu.png
205,19,Vulgar Militia Saw,"A weapon comprised of a saw blade attached to a long grip. Brandished by the vulgar militia, its serrated edge is very effective at inflicting blood loss. The saw is said to also be used to cut up bodies to feed the militia, but there are no firsthand witnesses to confirm the dire rumor.",3,,16,8,15,13,0,0,0,https://eldenring.fanapis.com/images/weapons/17f6959d46el0i1p9thpf3fa8syut.png
206,19,Golden Halberd,"Weighty halberd forged of gold. Wielded by the Order of Tree Sentinels, heavily equipped knights.
Deals holy damage.

A masterfully crafted weapon that lives up to its heft, but is difficult for one of mere human strength to wield.",,,94,13.5,30,14,0,12,0,https://eldenring.fanapis.com/images/weapons/17f6973b001l0i1p9v6qffivf6eh3.png
207,19,Glaive,"Weapon comprised of a sharp blade affixed to a long grip. It is in fact a sickle repurposed to be a tool of war.

This far-reaching weapon excels at slashing attacks.",,,16,10,18,15,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69afd8dcl0i1p9y9s33uzxd9fek.png
208,19,Loretta's War Sickle,"Intricately crafted silver war sickle wielded by Loretta, Knight of the Haligtree.

Originally given for service as a personal guard to Carian royalty, the weapon's blue glintstone has been replaced with unalloyed gold.",,,95,10,20,15,20,0,0,https://eldenring.fanapis.com/images/weapons/17f69869f89l0i1panhih63470rmve.png
209,19,Guardian's Swordspear,"Weapon comprising a long handle and broad blade sharpened from the hard wood of old trees.

Wielded by guardians of the Minor Erdtrees, known as experts in the arts of combat. The power of this weapon scales greatly with dexterity.",,,16,9,17,16,0,0,0,https://eldenring.fanapis.com/images/weapons/17f6984431bl0i1papfl53ticoff4p.png
210,19,Vulgar Militia Shotel,"A hooked blade attached to a long handle. Wielded by the vulgar militia, its attacks can slip through an enemy's guard.

The vulgar militia are the undecorated stewards of rancid, scorched battlefields that none dare approach, and forbidden domains better forgotten by the rest of the world.",,,16,8,14,16,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69884882l0i1pawmnlwtwvbmm8.png
211,19,Dragon Halberd,"Halberd shaped like a dragon, enwreathed with both ice and lightning.

Alas, the Dragonkin Soldiers never attained immortality, and perished as decrepit, pale imitations of their skyborn kin.",,,16,10.5,22,10,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69c95d75l0i1paugymrcjquua4q.png
212,19,Gargoyle's Halberd,"Bronze halberd wielded by Valiant Gargoyles.

Just like the wielder, the missing parts have been mended with corpse wax; a patchwork of champions.",,,16,12,26,10,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69c725a8l0i1pay72k5pcw8pvc6.png
213,19,Gargoyle's Black Halberd,"Bronze halberd wielded by Valiant Gargoyles, mended with blackened corpse wax.
Deals holy damage.

Such is the mark of those who serve Maliketh, the Black Blade.",,,16,12,26,10,0,22,0,https://eldenring.fanapis.com/images/weapons/17f69a5df3cl0i1pboo1un3fj711tg.png
214,20,Scythe,"Large scythe featuring a long, slender blade. Designed to reap, this weapon is capable of rapidly inflicting blood loss while also slipping through an enemy's guard.

In the hands of a highly dexterous wielder it is capable of striking fear into the heart of any foe.",3,,16,7.5,14,14,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69502a09l0i1pgjcmg5igz1j0mr.png
215,20,Grave Scythe,"Greatscythe comprised of a large blade affixed to a crooked stick. Weapon wielded by the aged grave keepers who tend the forgotten graveyards throughout the Lands Between.

This weapon is said to have served as a charm against evil spirits in times of old.",3,34,16,9.5,17,13,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69920f78l0i1pgs2yaxn0jafxk.png
216,20,Halo Scythe,"War scythe of the Cleanrot Knights who fought alongside Malenia, Blade of Miquella.

This was the weapon of commanders in Malenia's army, and the half-halo blade deals holy damage.",3,,96,8.5,13,16,0,15,0,https://eldenring.fanapis.com/images/weapons/17f697b3423l0i1pgz84q3gg342rvu.png
217,20,Winged Scythe,"Sacred scythe resembling a pair of white wings. Deals holy damage.

According to pagan belief, white-winged maidens are said to be Death's gentle envoys.",3,,97,7.5,16,16,0,24,0,https://eldenring.fanapis.com/images/weapons/17f69abddefl0i1ph323xr196zcpc.png
218,21,Whip,"A leather whip. Not originally used for combat, but as an instrument of pain.

Though its supple attacks cannot be thwarted by parrying or even guarding, it is incapable of dealing critical hits.",,,9,2,8,14,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69d7e396l0i1pt3tuf213zcu8u.png
219,21,Thorned Whip,"Hefty whip covered in crimson thorns. Weapon of the Prelates who lead the Fire Monks. A device of fearsome religious encouragement, it is fashioned in the image of the briars of sin.

Very effective at inflicting blood loss.",3,,9,2.5,8,16,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69571714l0i1ptc8s1fsagr8zf.png
220,21,Magma Whip Candlestick,"This ritual implement is a three pronged candlestick with solid flames formed of the magma of Mt. Gelmir.

When wielded as a weapon, the flames become supple whips of lava.",,,98,2.5,8,16,0,18,0,https://eldenring.fanapis.com/images/weapons/17f69c5c0bfl0i1ptlhsrovoc8dx07.png
221,21,Hoslow's Petal Whip,"Metal whip formed of razor-sharp chain-link blades that have the appearance of flower petals. This work of art is handed down through the generations of the illustrious House Hoslow.
High dexterity is required to wield this weapon, but it excels at inflicting devastating blood loss.
""The tale of House Hoslow is told in blood.""",3,,9,3.5,10,20,0,0,0,https://eldenring.fanapis.com/images/weapons/17f694eefe9l0i1pto8dn7ezy61a99.png
222,21,Giant's Red Braid,"Hefty whip woven from the flame-red hair of a Fire Giant.

Every giant is red of hair, and Radagon was said to have despised his own red locks. Perhaps that was a curse of their kind.",,,99,2.5,18,12,0,21,0,https://eldenring.fanapis.com/images/weapons/17f696af19bl0i1ptpv0fdawl72o4yq.png
223,21,Urumi,"This weapon made of extremely thin, flexible blades of metal is wielded like a whip by Nightfolk warriors.

Though in essence a whip with a cutting edge, it can also be used as a spear to pierce foes.",,,9,3,10,19,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69691044l0i1ptyliubsc1c29o9.png
224,22,Caestus,"A weapon built for striking with the fists, made of tough leather inlaid with iron rivets.

Fist weapons come in pairs, and two-handing this weapon will equip it to both hands.",,,68,1.5,8,8,0,0,0,https://eldenring.fanapis.com/images/weapons/17f6961de5dl0i1ox1mrfqv4sj0p5.png
225,22,Spiked Caestus,"A caestus with the rivets replaced by blood loss-inducing spikes.

Fist weapons come in pairs, and two-handing this weapon will equip it to both hands.",3,,68,2,8,10,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69822bd8l0i1owzfs8dkv6m0tk.png
226,22,Grafted Dragon,"The embodiment of the power that still remained in the dragon's head that was grafted to Godrick's left arm.

The wielder's arm will take the form of a small dragon, sprouting sharp dragon fangs at the fist.
This weapon cannot be two-handed.",,,100,2.5,20,14,0,16,0,https://eldenring.fanapis.com/images/weapons/17f69598b19l0i1ox85gn7f2sgqpad.png
227,22,Iron Ball,"Iron manifer of spherical shape. Big Boggart the blackguard's weapon of choice.

Not a weapon to be taken lightly, as its weighty blows shatter bones with ease.",,,68,2.5,11,8,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69bdc512l0i1ox8z0tvmo6500lc.png
228,22,Star Fist,"Spherical iron manifer covered in spikes which induce blood loss.

Used in brutal games of pugilism.",3,,68,3,12,8,0,0,0,https://eldenring.fanapis.com/images/weapons/17f6958d2a1l0i1oxak1ho6m56edgwi.png
229,22,Katar,Imported dagger design with a rather unique handle. The blade can be swung about as the extension of one's fist.,,,41,2.5,8,10,0,0,0,https://eldenring.fanapis.com/images/weapons/17f699730a1l0i1oxo8gfllal3rur.png
230,22,Clinging Bone,"Horrific weapon made of a hardened skeletal arm. Wielded by Ensha of the Royal Remains.

Fitted by placing one's hands into the fists' grips until they dig in.
""O clinging creature. A king relinquishes not the hand.""",,,101,3,8,22,0,0,16,https://eldenring.fanapis.com/images/weapons/17f695cc915l0i1oxrft0i2enqepoe.png
231,22,Veteran's Prosthesis,"Bladed prosthetic leg enwreathed with the power of lightning, instead attached to the fist. Commander Niall, veteran of Castle Sol, offered this prosthesis in exchange for the lives of defeated knights held prisoner. He went on to lead these men as an army of no nation.",,,102,4,15,12,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69912ed2l0i1oxzumweqnzkb2tl.png
232,22,Cipher Pata,"One of the weapons originating from the Two Fingers. A formless sequence of ciphers comprise its blade, and as such no shield can repel it. Deals holy damage.

The furtive inscription appears to hang in the air; the language of light spoken by the Two Fingers.",,,14,0,0,0,0,30,0,https://eldenring.fanapis.com/images/weapons/17f69de7e01l0i1oxypr2s4rzvhwnj.png
233,23,Hookclaws,"Weapon worn on the fist comprised of sharp parallel blades favored by those who lurk in the dark. Lacerations cause blood loss with great effect.

Claw weapons come in pairs, and two-handing this weapon will equip it to both hands.",3,,1,2,8,14,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69bb71a6l0i1okvek92tqjqy5w.png
234,23,Venomous Fang,"One of the weapons designed for gladiatorial combat. Used by duelists who were exiled from the colosseum.

The black fang protruding from the bronze snake head is coated in deadly poison.",2,,1,2.5,9,9,0,0,0,https://eldenring.fanapis.com/images/weapons/17f695a80d4l0i1okukv5xwwhqcvn.png
235,23,Bloodhound Claws,"Large curved claws used by Bloodhound Knights.

The curve allows the weapon to slip through an enemy's guard.",3,,103,3,10,15,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69575d35l0i1oktqg9vbv6v8jk.png
236,23,Raptor Talons,"Claw comprised of two sharp, thin blades. Wielded by the assassins of ravenmount, this weapon allows them to imitate the attacks of Deathbirds.

Besides excelling at airborne attacks, its charge attack mimics the vicious swoop of a bird of prey. ",3,,1,1.5,6,14,0,0,0,https://eldenring.fanapis.com/images/weapons/17f694a2cc3l0i1okx1gdd6e5ser2.png
237,17,Prelate's Inferno Crozier,"Colossal hammer with the appearance of roiling flames. Weapon of the Prelates who lead the Fire Monks. Its heft represents the weight of their guardianship.

The hammer's head is unusually substantial, and strong attacks will fling foes into the air.",,,104,23.5,45,8,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69a7dcc1l0i1oniofe8yzb14ixf.png
238,17,Watchdog's Staff,"Large stone staff embedded with glintstone. Wielded by Erdtree Burial Watchdogs who protect catacombs.

The Watchdogs, battered and broken over their lengthy tenure, rule the catacombs and are even said to command the imps.",,,105,19,34,10,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69573764l0i1ondtdlwail0224s.png
239,17,Envoy's Greathorn,"Fanned golden horn of the Oracle Envoys. Profoundly weighty, its blows are sure to be felt.

Originally an instrument, but one that cannot be sounded by a mere human. Or perhaps it is too early to sound the call.",,,106,19.5,28,12,0,24,0,https://eldenring.fanapis.com/images/weapons/17f69b35d86l0i1ongc5nz2ucwimp3.png
240,17,Duelist Greataxe,"Greataxe designed for gladiatorial combat. Used by duelists who were exiled from the colosseum.

A weapon reserved for duelist champions, the charge attack is particularly ferocious.",,,68,20,30,10,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69a33564l0i1ons3nh18t7o8nt.png
241,17,Axe of Godfrey,"Weapon of Godfrey, Elden Lord. It was broken in a battle fought as leader of the Tarnished during the Long March. This weapon is symbolic of Godfrey's vow to conduct himself as a lord, later becoming an emblem of the golden lineage. In the days of the past, a crown was warranted with strength.",,,107,18,42,14,0,0,0,https://eldenring.fanapis.com/images/weapons/17f698fbfe3l0i1onysor0mpgg5yes.png
242,17,Dragon Greatclaw,"Weapon said to have been whittled from the claw of a great, ancient dragon, wielded by grotesque Tree Sentinels who yet serve the Erdtree.

The claw is enwreathed with lightning, and tears through the dragons' feeble descendants with ease.",,,68,16,30,14,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69469b4bl0i1oo41w96vla79ii.png
243,17,Staff of the Avatar,"Ceremonial staff depicting the Erdtree in its historic radiance. Wielded by the avatars who protect the Minor Erdtrees.

The avatars, emerging in the wake of the Elden Ring's shattering, were determined to protect the withering Erdtree's offspring.",,,108,20,34,8,0,24,0,https://eldenring.fanapis.com/images/weapons/17f69dc1749l0i1ooc0npawnyrf3d.png
244,17,Fallingstar Beast Jaw,"Part of a Fallingstar Beast's jaw, hard and shining black, fashioned into a weapon.

With its sharp point, this colossal weapon can skewer foes.",,,109,21.5,34,12,20,0,0,https://eldenring.fanapis.com/images/weapons/17f6955e72fl0i1oo4m9kmv2xl4xyk.png
245,17,Ghiza's Wheel,"Great iron wheel lined with flesh-flaying blades. Device of torture used by Inquisitor Ghiza. As the wheel spins it causes severe pain and blood loss.

The design was adopted for use as the iconic weapon wielded by Iron Virgins.",3,,110,19,28,18,0,0,0,https://eldenring.fanapis.com/images/weapons/17f696bf334l0i1oog74vy08h3bq4g.png
246,17,Giant-Crusher,"A hammer made from a boulder, used in the War against the Giants. One of the heftiest weapons in the entire Lands Between. After the giants were quelled, and man turned against man in violence, this weapon was all but forgotten. Man has grown feeble in comparison to his forebears.",,,68,26.5,60,0,0,0,0,https://eldenring.fanapis.com/images/weapons/17f698d50ael0i1ooor7m3e3wm1ksn.png
247,17,Golem's Halberd,A great halberd of black stone crafted by a civilization now gone to ruin. Wielded by the Guardian Golem.,,,84,21.5,36,14,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69bd8124l0i1oouetnbxq1rzht.png
248,17,Troll's Hammer,"Mining tool of stonedigger trolls used to crack bedrock.

Trolls are descended from the giants, and these were supposedly once used as ceremonial smithing tools. In the distant past, smithing was considered divine.",,,35,16,28,8,0,10,0,https://eldenring.fanapis.com/images/weapons/17f699e1bc7l0i1oov82brr35n1ie4.png
249,17,Rotten Staff,"Ceremonial staff depicting the Erdtree in its historic radiance. It festers with scarlet rot.

Wielded by the avatars who protect the Minor Erdtrees.",4,,108,18,34,8,0,0,0,https://eldenring.fanapis.com/images/weapons/17f695f2cdal0i1oozpti2yx0wz51.png
250,17,Rotten Greataxe,"Greataxe designed for gladiatorial combat, now festering with scarlet rot.

Used by duelists who were exiled from the colosseum.",4,,68,20,30,10,0,0,0,https://eldenring.fanapis.com/images/weapons/17f698e7e0dl0i1op5tj0nigfcedar.png
251,24,Torch,"This torch's tip is wrapped in oil-soaked rags and set on fire.
The flame can illuminate dark locales, or be used to attack enemies.

Can be raised up when equipped in the left hand,
illuminating more of the surrounding area.",,,111,1.5,5,5,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69a2e19cl0i1pp06n0kd7rxesjl.png
252,24,Steel-Wire Torch,"Torch wound with metal wire. The flame can illuminate dark locales, or be used to attack enemies.

Heavier than a normal torch, but the heated filament boosts fire damage dealt.",,,112,3,10,8,0,0,0,https://eldenring.fanapis.com/images/weapons/17f69c23d73l0i1ppcoi0x9lzm1frn.png
253,24,St. Trina's Torch,"Candlestand torch that burns with a light-purple flame. The carvings depict St. Trina, but in adult form, somewhat unnervingly.

The light-purple flame induces sleep.",5,,113,3,10,10,0,14,0,https://eldenring.fanapis.com/images/weapons/17f69762fd7l0i1ppfr1nudb4uz853.png
254,24,Ghostflame Torch,"Metal torch that burns with cold ghostflame. Tool of the Fallen Hawks who prowl the underground rivers. When the band's last embers were used up in their long search, they began to burn the bones of their fellows, acquiring the cold ghostflame, but sealing their fate as dwellers of the underground for all eternity.",1,,111,2.5,10,10,14,0,0,https://eldenring.fanapis.com/images/weapons/17f69ca18e3l0i1pplg1qd5hx85vfgj.png
255,24,Beast-Repellent Torch,"A torch which burns oil infused with a special incense. The aroma pacifies wild beasts.

Torches such as these were used to keep unwelcome beasts away from treasure troves hidden in caves.",,35,111,2.5,12,8,0,0,0,https://eldenring.fanapis.com/images/weapons/17f694a60fal0i1pprpdod0sn0veh.png
256,24,Sentry's Torch,Torch given to protectors of the Erdtree. Its flames are bestowed with a special incantation which allows the bearer to see assassins cloaked in veils. Furnished on behalf of the Erdtree and the Grace-Given Lord such that a Night of Black Knives will never come again.,,,111,5,15,8,0,15,0,https://eldenring.fanapis.com/images/weapons/17f69cf8934l0i1ppuzogdnseu6l7f.png
257,25,Buckler,"A small metal roundshield. The bump in the center is designed to parry.

A well-timed parry deflects an enemy's attack, breaking their stance and leaving them open to a critical hit. Though risk is inherent, this shield favors aggression.",,,114,1.5,8,13,0,0,0,https://eldenring.fanapis.com/images/shields/17f69c62fe8l0i124u8fi4nc7dbfbf.png
258,25,Perfumer's Shield,"Golden shield used by the perfumers of Leyndell during military service.

Made to be thin and light of weight, even those lacking strength can employ this immunity-boosting shield.",,32,3,1.5,8,0,0,0,0,https://eldenring.fanapis.com/images/shields/17f694b8615l0i124uyj41jnmpvitp.png
259,25,Man-Serpent's Shield,"Small copper dome-shaped roundshield carried by the man-serpents of Mt. Gelmir.

Said to have been tempered in lava, it boasts great resistance to fire.",,,115,2,8,0,0,0,0,https://eldenring.fanapis.com/images/shields/17f69b5141al0i124v8pxr1ks1ekij.png
260,25,Rickety Shield,"A creaky old wooden shield, circular in shape. Roughly reinforced with vines.

There are countless other shields available of better make. This piece of scrap isn't worth the effort of equipping.",,,3,1,8,0,0,0,0,https://eldenring.fanapis.com/images/shields/17f6976985el0i124znputjytfizsr.png
261,25,Pillory Shield,"Pillory made to punish serious felons, used as a shield. Though made of good, sturdy wood, it is only a makeshift tool and performs as such.

Perhaps due to its use as a device with which the guilty were made to endure prolonged suffering, it raises vitality.",,34,115,3.5,10,0,0,0,0,https://eldenring.fanapis.com/images/shields/17f69a7085fl0i124y1772hsc2fore.png
262,26,Beastman's Jar-Shield,"Shield fashioned from a tall broken jar carried by the beastmen of Farum Azula. There is a particular knack to wielding it.

The beastmen have always fired earthenware jars for the express purpose of making shields. Such are their ways, strange though they are.",,,115,5,10,0,0,0,0,https://eldenring.fanapis.com/images/shields/17f693d58ael0i125pgfsn2zo4078i.png
263,25,Red Thorn Roundshield,"A small, wooden roundshield. It is light and easy to handle, but cannot offer the damage negation of a metal shield.

Its emblem is an ancient thorn design. Though it isn't much, it boosts fire damage negation.",,,3,1.5,8,0,0,0,0,https://eldenring.fanapis.com/images/shields/17f69c6b08dl0i125phehezloe6mgp.png
264,25,Scripture Wooden Shield,"A small, wooden roundshield. It is light and easy to handle, but cannot offer the damage negation of a metal shield.

An ancient cipher engraving lines the circumference. Though it isn't much, it boosts holy damage negation.",,,3,1.5,8,0,0,0,0,https://eldenring.fanapis.com/images/shields/17f69cbb4afl0i125s3vg05tmg3h9.png
265,25,Riveted Wooden Shield,"Small wooden roundshield that has been reinforced with metal. It is light and easy to handle, but cannot offer the damage negation of a true metal shield.

The design riveted to the center represents both sword and tree.",,,3,2,8,0,0,0,0,https://eldenring.fanapis.com/images/shields/17f6976f39fl0i125rvey7g31uyix.png
266,25,Blue-White Wooden Shield,"Small wooden roundshield that has been reinforced with metal. It is light and easy to handle, but cannot offer the damage negation of a true metal shield.

The design is said to represent the stars of the night sky, portending fate.",,,115,2,8,0,0,0,0,https://eldenring.fanapis.com/images/shields/17f69652424l0i125urgh9o09mhavm.png
267,25,Rift Shield,"Small metal roundshield depicting a sinister rift.

An antiquated charm that glares back at an enemy, it boosts focus.",,36,3,2,8,0,0,0,0,https://eldenring.fanapis.com/images/shields/17f69c01371l0i126fsrmmhmt78m7.png
268,25,Iron Roundshield,"An ordinary small roundshield made of metal. Heavier than a wooden shield, but boasts higher damage negation.

Finely balanced, this shield is easy to use.",,,115,3,8,0,0,0,0,https://eldenring.fanapis.com/images/shields/17f69b10c2el0i126k1rlvenfih79r.png
269,25,Gilded Iron Shield,"Small metal roundshield. Heavier than a wooden shield, but boasts higher damage negation.

Though the gold leaf is peeling and the effect is slight, it still boosts holy damage negation.",,,3,3,8,0,0,0,0,https://eldenring.fanapis.com/images/shields/17f698a4b7bl0i126nb4s0xsp2lnfw.png
